Date,spy
2010-02-02,87.85698699951172
2010-02-03,87.41918182373047
2010-02-04,84.72091674804688
2010-02-05,84.8960189819336
2010-02-08,84.28314971923828
2010-02-09,85.3417739868164
2010-02-10,85.17460632324219
2010-02-11,86.06607818603516
2010-02-12,85.99444580078125
2010-02-16,87.3475570678711
2010-02-17,87.76143646240234
2010-02-18,88.27883911132812
2010-02-19,88.46187591552734
2010-02-22,88.47782135009766
2010-02-23,87.40326690673828
2010-02-24,88.20714569091797
2010-02-25,88.08779907226562
2010-02-26,88.14351654052734
2010-03-01,89.05884552001953
2010-03-02,89.30558013916016
2010-03-03,89.38520050048828
2010-03-04,89.65581512451172
2010-03-05,90.93727111816406
2010-03-08,90.95320892333984
2010-03-09,91.10446166992188
2010-03-10,91.51036071777344
2010-03-11,91.89244079589844
2010-03-12,91.90038299560547
2010-03-15,91.92426300048828
2010-03-16,92.65655517578125
2010-03-17,93.20573425292969
2010-03-18,93.15799713134766
2010-03-19,92.68646240234375
2010-03-22,93.18199157714844
2010-03-23,93.83733367919922
2010-03-24,93.38177490234375
2010-03-25,93.22991180419922
2010-03-26,93.17398834228516
2010-03-29,93.76541900634766
2010-03-30,93.8293685913086
2010-03-31,93.5096435546875
2010-04-01,94.14903259277344
2010-04-05,94.91630554199219
2010-04-06,95.14006042480469
2010-04-07,94.59660339355469
2010-04-08,94.92430114746094
2010-04-09,95.54768371582031
2010-04-12,95.69953155517578
2010-04-13,95.771484375
2010-04-14,96.8584213256836
2010-04-15,96.93836212158203
2010-04-16,95.39583587646484
2010-04-19,95.75546264648438
2010-04-20,96.61065673828125
2010-04-21,96.4348373413086
2010-04-22,96.72254943847656
2010-04-23,97.35394287109375
2010-04-26,96.98628997802734
2010-04-27,94.6925048828125
2010-04-28,95.41179656982422
2010-04-29,96.59463500976562
2010-04-30,94.95624542236328
2010-05-03,96.18706512451172
2010-05-04,93.92525482177734
2010-05-05,93.36578369140625
2010-05-06,90.26480102539062
2010-05-07,88.92207336425781
2010-05-10,92.83831787109375
2010-05-11,92.57454681396484
2010-05-12,93.86930847167969
2010-05-13,92.70242309570312
2010-05-14,91.0240707397461
2010-05-17,91.07201385498047
2010-05-18,89.83322143554688
2010-05-19,89.32169342041016
2010-05-20,85.94895935058594
2010-05-21,87.20375061035156
2010-05-24,86.08483123779297
2010-05-25,86.1727523803711
2010-05-26,85.65324401855469
2010-05-27,88.52246856689453
2010-05-28,87.41154479980469
2010-06-01,85.94097900390625
2010-06-02,88.17881774902344
2010-06-03,88.4825210571289
2010-06-04,85.3735122680664
2010-06-07,84.31055450439453
2010-06-08,85.21367645263672
2010-06-09,84.75811004638672
2010-06-10,87.23572540283203
2010-06-11,87.6593246459961
2010-06-14,87.52344512939453
2010-06-15,89.51351165771484
2010-06-16,89.48152923583984
2010-06-17,89.62541961669922
2010-06-18,89.72262573242188
2010-06-21,89.46561431884766
2010-06-22,87.988037109375
2010-06-23,87.71501159667969
2010-06-24,86.2614974975586
2010-06-25,86.62287139892578
2010-06-28,86.3498306274414
2010-06-29,83.68379211425781
2010-06-30,82.88880157470703
2010-07-01,82.51940155029297
2010-07-02,82.06969451904297
2010-07-06,82.60772705078125
2010-07-07,85.20955657958984
2010-07-08,86.0527114868164
2010-07-09,86.69512176513672
2010-07-12,86.75137329101562
2010-07-13,88.06033325195312
2010-07-14,88.0522689819336
2010-07-15,88.07637023925781
2010-07-16,85.65121459960938
2010-07-19,86.15711212158203
2010-07-20,87.11275482177734
2010-07-21,85.9804458618164
2010-07-22,87.8996810913086
2010-07-23,88.66256713867188
2010-07-26,89.58606719970703
2010-07-27,89.57801818847656
2010-07-28,88.99983978271484
2010-07-29,88.56622314453125
2010-07-30,88.5501480102539
2010-08-02,90.54971313476562
2010-08-03,90.11607360839844
2010-08-04,90.71834564208984
2010-08-05,90.62196350097656
2010-08-06,90.25257873535156
2010-08-09,90.73441314697266
2010-08-10,90.24452209472656
2010-08-11,87.7712173461914
2010-08-12,87.23320770263672
2010-08-13,86.9761962890625
2010-08-16,86.93607330322266
2010-08-17,88.00407409667969
2010-08-18,88.16470336914062
2010-08-19,86.63091278076172
2010-08-20,86.3498306274414
2010-08-23,86.0206069946289
2010-08-24,84.74378967285156
2010-08-25,85.07300567626953
2010-08-26,84.50289154052734
2010-08-27,85.81181335449219
2010-08-30,84.56713104248047
2010-08-31,84.56713104248047
2010-09-01,87.09666442871094
2010-09-02,87.90773010253906
2010-09-03,89.04801940917969
2010-09-07,88.04423522949219
2010-09-08,88.66256713867188
2010-09-09,89.0721206665039
2010-09-10,89.52184295654297
2010-09-13,90.51758575439453
2010-09-14,90.46138000488281
2010-09-15,90.80668640136719
2010-09-16,90.78257751464844
2010-09-17,90.81649017333984
2010-09-20,92.20508575439453
2010-09-21,92.0194091796875
2010-09-22,91.56730651855469
2010-09-23,90.8245620727539
2010-09-24,92.69757843017578
2010-09-27,92.25352478027344
2010-09-28,92.57648468017578
2010-09-29,92.4150161743164
2010-09-30,92.1405029296875
2010-10-01,92.52802276611328
2010-10-04,91.83370208740234
2010-10-05,93.68251037597656
2010-10-06,93.6744384765625
2010-10-07,93.56140899658203
2010-10-08,94.08616638183594
2010-10-11,94.17498016357422
2010-10-12,94.46560668945312
2010-10-13,95.20025634765625
2010-10-14,94.82891845703125
2010-10-15,95.02265930175781
2010-10-18,95.49090576171875
2010-10-19,94.23955535888672
2010-10-20,95.159912109375
2010-10-21,95.36983489990234
2010-10-22,95.54743957519531
2010-10-25,95.83000183105469
2010-10-26,95.84615325927734
