Date,Signal_hat,VIXM_returns,spy_returns,VIXM_close,spy_close,VIXM_growth_1dollar,spy_growth_of_1dollar,Token_returns,VIXCOIN_token_growth_1dollar,Token_price
2011-02-02,0.0,-0.0021831105789201777,-0.00191207008622718,274.239990234375,105.9024658203125,0.9978168894210798,0.9980879299137728,-0.0,1.0,0.0
2011-02-03,0.0,-0.005980105707624195,0.0022221264867967605,272.6000061035156,106.1377944946289,0.991849838945489,1.0003058075389863,-0.0,1.0,0.0
2011-02-04,0.0,-0.012325809955648803,0.002829490271241575,269.239990234375,106.4381103515625,0.979624486326106,1.0031361630896845,-0.0,1.0,0.0
2011-02-07,0.0,-0.012628116252435873,0.006252286565260778,265.8399963378906,107.10359191894531,0.9672536744290472,1.0094080578452973,-0.0,1.0,0.0
2011-02-08,0.0,-0.01354200328433619,0.004546282800131918,262.239990234375,107.59051513671875,0.9541551219931428,1.013997112336994,-0.0,1.0,0.0
2011-02-09,0.0,-0.0054911626564631,-0.002262782915230188,260.79998779296875,107.34706115722656,0.9489157010187811,1.011702656995105,-0.0,1.0,0.0
2011-02-10,0.0,-0.006441690009260537,0.0003777488782314986,259.1199951171875,107.38761138916016,0.9428030802278979,1.0120848265388889,-0.0,1.0,0.0
2011-02-11,0.0,-0.01296696771251482,0.005970441282088013,255.75999450683594,108.02876281738281,0.9305777831273233,1.0181274195682315,-0.0,1.0,0.0
2011-02-14,0.0,-0.002033113171880263,0.0024039612569499713,255.24000549316406,108.28845977783203,0.928685813178988,1.020574958439512,-0.0,1.0,0.0
2011-02-15,0.0,0.008305829073707693,-0.003147548698936853,257.3599853515625,107.94761657714844,0.9363993188064299,1.0173626490569083,0.0,1.0,0.0
2011-02-16,0.0,-0.0021759309545684724,0.006315115439987862,256.79998779296875,108.62931823730469,0.9343617785428021,1.0237874116300345,-0.0,1.0,0.0
2011-02-17,0.0,0.018380067932512345,0.002988777703346157,261.5199890136719,108.95398712158203,0.9515354115059619,1.0268472846188808,0.0,1.0,0.0
2011-02-18,0.0,0.016365857139406303,0.0020854549147992785,265.79998779296875,109.18120574951172,0.9671081041137547,1.0289887283353374,0.0,1.0,0.0
2011-02-21,1.0,0.059292740742713734,-0.020069739917944696,281.55999755859375,106.9899673461914,1.024450594201149,1.0083371921791504,0.059292740742713734,1.0592927407427137,0.0
2011-02-22,0.0,0.0,0.0,281.55999755859375,106.9899673461914,1.024450594201149,1.0083371921791504,0.0,1.0592927407427137,0.0
2011-02-23,1.0,0.026566312868260056,-0.006144235177388269,289.0400085449219,106.33259582519531,1.0516664692047717,1.0021417313322944,0.026566312868260056,1.0874342431123614,0.0
2011-02-24,1.0,0.0011070329268652035,-0.0006872242726063682,289.3599853515625,106.259521484375,1.0528306986142615,1.0014530352099311,0.0011070329268652035,1.0886380686252874,0.0
2011-02-25,1.0,-0.035941368616841496,0.01069261658537024,278.9599914550781,107.39571380615234,1.0149905223842395,1.012161188543686,-0.035941368616841496,1.0495109265104996,0.0
2011-02-28,0.0,-0.018784020629778464,0.006197034775017318,273.7200012207031,108.06124877929688,0.9959249194727443,1.0184335866270142,-0.0,1.0495109265104996,0.0
