Date,ML Signal,VIXM Returns,SPY Returns,VIXM Close,SPY Close,VIXM Growth,SPY Growth,VXCN Returns,VXCN Growth
2/2/2011,0,-0.002183111,-0.001911998,274.2399902,105.9024658,0.997816889,0.998088002,0,1
2/3/2011,0,-0.005980106,0.002222199,272.6000061,106.1378021,0.991849839,1.000305951,0,1
2/4/2011,0,-0.01232581,0.002829131,269.2399902,106.4380798,0.979624486,1.003135948,0,1
2/7/2011,0,-0.012628116,0.006252432,265.8399963,107.1035767,0.967253674,1.009407987,0,1
2/8/2011,0,-0.013542003,0.004546568,262.2399902,107.5905304,0.954155122,1.013997329,0,1
2/9/2011,0,-0.005491163,-0.002263066,260.7999878,107.3470459,0.948915701,1.011702586,0,1
2/10/2011,0,-0.00644169,0.000378033,259.1199951,107.3876266,0.94280308,1.012085043,0,1
2/11/2011,0,-0.012966968,0.005970583,255.7599945,108.0287933,0.930577783,1.01812778,0,1
2/14/2011,0,-0.002033113,0.002404102,255.2400055,108.2885056,0.928685813,1.020575463,0,1
2/15/2011,0,0.008305829,-0.003148181,257.3599854,107.9475937,0.936399319,1.017362506,0,1
2/16/2011,0,-0.002175931,0.00631547,256.7999878,108.6293335,0.934361779,1.023787629,0,1
2/17/2011,0,0.018380068,0.002988567,261.519989,108.9539795,0.951535412,1.026847287,0,1
2/18/2011,0,0.016365857,0.002085665,265.7999878,109.181221,0.967108104,1.028988946,0,1
2/21/2011,1,0.059292741,-0.020069877,281.5599976,106.9899673,1.024450594,1.008337265,0.059292741,1.059292741
2/22/2011,0,0,0,281.5599976,106.9899673,1.024450594,1.008337265,0,1.059292741
2/23/2011,1,0.026566313,-0.006144378,289.0400085,106.3325806,1.051666469,1.00214166,0.026566313,1.087434243
2/24/2011,1,0.001107033,-0.000687009,289.3599854,106.2595291,1.052830699,1.001453179,0.001107033,1.088638069
2/25/2011,1,-0.035941369,0.010692831,278.9599915,107.3957443,1.014990522,1.012161549,-0.035941369,1.049510927
2/28/2011,1,-0.018784021,0.006196394,273.7200012,108.0612106,0.995924919,1.0184333,-0.018784021,1.029796892
3/1/2011,1,0.040625439,-0.016672787,284.8399963,106.2595291,1.036384806,1.001453179,0.040625439,1.071632842
3/2/2011,1,-0.002949011,0.002138767,284,106.4867935,1.033328496,1.003595054,-0.002949011,1.068472585
3/3/2011,1,-0.026760585,0.017224079,276.3999939,108.3209305,1.005676021,1.020881055,-0.026760585,1.039879634
3/4/2011,1,0.024746731,-0.007492266,283.2399902,107.5093613,1.030563215,1.013232343,0.024746731,1.065613255
3/7/2011,0,0.005790195,-0.007851063,284.8800049,106.6652985,1.036530377,1.005277391,0,1.065613255
3/8/2011,0,-0.00365069,0.008750336,283.8399963,107.5986557,1.032746326,1.014073907,0,1.065613255
3/9/2011,0,0.012260467,-0.001433153,287.3200073,107.4444504,1.045408278,1.012620584,0,1.065613255
3/10/2011,0,0.021300275,-0.018505983,293.4400024,105.4560852,1.067675762,0.993881045,0,1.065613255
3/11/2011,0,-0.013358824,0.006926179,289.519989,106.1864929,1.053412869,1.000764842,0,1.065613255
3/14/2011,0,0.012158123,-0.006038047,293.0400085,105.5453339,1.066220392,0.994722177,0,1.065613255
3/15/2011,0,0.021021033,-0.011457175,299.2000122,104.3360825,1.088633446,0.983325471,0,1.065613255
3/16/2011,0,0.031951862,-0.01851247,308.7600098,102.4045639,1.123417311,0.965121688,0,1.065613255
3/17/2011,0,-0.026428305,0.013234994,300.6000061,103.7598877,1.093727296,0.977895068,0,1.065613255
3/18/2011,0,-0.026613439,0.003637275,292.6000061,104.137291,1.064619451,0.981451941,0,1.065613255
3/21/2011,0,-0.043609055,0.015497583,279.8399963,105.7511673,1.018192403,0.996662074,0,1.065613255
3/22/2011,0,-0.00371644,-0.003468144,278.7999878,105.384407,1.014408352,0.993205507,0,1.065613255
3/23/2011,0,-0.014060198,0.002861808,274.8800049,105.685997,1.00014557,0.99604787,0,1.065613255
3/24/2011,0,-0.01018633,0.009562984,272.0799866,106.6966705,0.989957758,1.005573061,0,1.065613255
3/25/2011,0,0.013231426,0.003056,275.6799927,107.0227356,1.00305631,1.008646092,0,1.065613255
3/28/2011,0,0.00043527,-0.002437323,275.7999878,106.7618866,1.00349291,1.006187696,0,1.065613255
3/29/2011,0,-0.012327752,0.006718479,272.3999939,107.4791641,0.991122098,1.012947747,0,1.065613255
3/30/2011,1,-0.013950029,0.006901433,268.6000061,108.2209244,0.977295916,1.019938538,-0.013950029,1.05074792
3/31/2011,1,0.003425104,-0.001355542,269.519989,108.0742264,0.980643256,1.018555969,0.003425104,1.05434684
4/1/2011,0,-0.004749179,0.004223217,268.2399902,108.5306473,0.975986006,1.022857551,0,1.05434684
4/4/2011,1,-0.004324499,0.000826413,267.0799866,108.6203384,0.971765355,1.023702854,-0.004324499,1.049787318
4/5/2011,0,-0.000598971,-0.000150031,266.9200134,108.6040421,0.971183296,1.023549267,0,1.049787318
4/6/2011,0,0.00059933,0.003152171,267.0799866,108.9463806,0.971765355,1.02677567,0,1.049787318
4/7/2011,0,0.008836364,-0.00254387,269.4400024,108.6692352,0.980352227,1.024163687,0,1.049787318
4/8/2011,0,0.015142468,-0.003450417,273.519989,108.294281,0.995197179,1.020629895,0,1.049787318
4/11/2011,1,0.004094858,-0.003010564,274.6400146,107.9682541,0.99927237,1.017557222,0.004094858,1.054086048
4/12/2011,0,0.008010419,-0.007473917,276.8399963,107.1613083,1.007276961,1.009952084,0,1.054086048
4/13/2011,0,-0.009391729,-7.60E-05,274.2399902,107.1531677,0.997816889,1.009875362,0,1.054086048
4/14/2011,1,-0.000729221,0.000760425,274.0400085,107.2346497,0.99708926,1.010643297,-0.000729221,1.053317386
4/15/2011,0,-0.004378967,0.003648689,272.8399963,107.6259155,0.992723039,1.01433082,0,1.053317386
4/18/2011,0,0.013634369,-0.011208965,276.5599976,106.4195404,1.006258191,1.002961221,0,1.053317386
4/19/2011,0,-0.014318743,0.005744653,272.6000061,107.0308838,0.991849839,1.008722886,0,1.053317386
4/20/2011,0,-0.01408656,0.013632004,268.7600098,108.4899292,0.977878087,1.0224738,0,1.053317386
4/21/2011,1,-0.011162375,0.005108793,265.7600098,109.0441818,0.966962645,1.027697407,-0.011162375,1.041559863
4/22/2011,0,-0.011438924,-0.001046343,262.7200012,108.9300842,0.955901633,1.026622083,0,1.041559863
4/25/2011,0,0,0,262.7200012,108.9300842,0.955901633,1.026622083,0,1.041559863
4/26/2011,0,-0.018270355,0.008605107,257.9200134,109.8674393,0.93843697,1.035456276,0,1.041559863
4/27/2011,0,-0.013182417,0.00652885,254.5200043,110.5847473,0.926066103,1.042216615,0,1.041559863
4/28/2011,1,-0.003143183,0.00324294,253.7200012,110.943367,0.923155307,1.045596461,-0.003143183,1.038286049
4/29/2011,0,-0.006621504,0.002351122,252.0399933,111.2042084,0.917042631,1.048054786,0,1.038286049
5/2/2011,0,0.012379029,-0.0015392,255.1600037,111.0330429,0.928394728,1.04644162,0,1.038286049
5/3/2011,0,0.013324948,-0.003597391,258.5599976,110.6336136,0.94076554,1.04267716,0,1.038286049
5/4/2011,0,0.002011096,-0.006630867,259.0799866,109.9000168,0.94265751,1.035763306,0,1.038286049
5/5/2011,0,0.013432188,-0.009048363,262.5599976,108.9056015,0.955319462,1.026391344,0,1.038286049
5/6/2011,0,-0.012035358,0.004415854,259.3999939,109.3865128,0.94382185,1.030923738,0,1.038286049
5/9/2011,1,-0.014803379,0.003875011,255.5599976,109.8103867,0.929850098,1.034918578,-0.014803379,1.022915907
5/10/2011,0,-0.015338857,0.008536263,251.6399994,110.747757,0.915587261,1.043752915,0,1.022915907
5/11/2011,1,0.007312019,-0.010524713,253.4799957,109.5821686,0.922282052,1.032767715,0.007312019,1.030395488
5/12/2011,1,-0.005523094,0.004760445,252.0800018,110.1038284,0.917188201,1.037684149,-0.005523094,1.024704516
5/13/2011,0,0.015867918,-0.007699046,256.0799866,109.256134,0.931742068,1.029694971,0,1.024704516
5/16/2011,0,-0.001249579,-0.006341504,255.7599945,108.5632858,0.930577783,1.023165156,0,1.024704516
5/17/2011,0,-0.007350601,-0.00015011,253.8800049,108.5469894,0.923737477,1.02301157,0,1.024704516
5/18/2011,1,-0.008823087,0.008935741,251.6399994,109.5169373,0.915587261,1.032152936,-0.008823087,1.015663459
5/19/2011,1,0.003338088,0.002381605,252.4799957,109.7777634,0.918643571,1.034611117,0.003338088,1.019053832
5/20/2011,0,0.018377691,-0.007944795,257.1199951,108.9056015,0.935526119,1.026391344,0,1.019053832
5/23/2011,1,0.016334833,-0.011600777,261.3200073,107.6422119,0.950807782,1.014484407,0.016334833,1.035699906
5/24/2011,0,-0.005816698,-0.00083288,259.7999878,107.5525589,0.94527722,1.013639463,0,1.035699906
5/25/2011,0,-0.009699727,0.00333458,257.2799988,107.9112015,0.936108289,1.017019525,0,1.035699906
5/26/2011,0,-0.014925359,0.004607634,253.4400024,108.4084167,0.922136537,1.021705578,0,1.035699906
5/27/2011,0,-0.016098492,0.003834529,249.3600006,108.8241119,0.907291529,1.025623337,0,1.035699906
5/30/2011,0,-0.020853372,0.010411185,244.1600037,109.9570999,0.888371441,1.036301292,0,1.035699906
5/31/2011,0,0,0,244.1600037,109.9570999,0.888371441,1.036301292,0,1.035699906
6/1/2011,0,0.026212294,-0.022460958,250.5599976,107.4873581,0.911657695,1.013024972,0,1.035699906
6/2/2011,0,-0.005427844,-0.001061782,249.1999969,107.37323,0.906709359,1.01194936,0,1.035699906
6/3/2011,0,0.004012841,-0.009944489,250.1999969,106.3054581,0.91034784,1.001886041,0,1.035699906
6/6/2011,0,0.009432457,-0.01058142,252.5599976,105.1805954,0.918934656,0.991284664,0,1.035699906
6/7/2011,0,-0.004434571,-0.000619604,251.4400024,105.1154251,0.914859576,0.990670461,0,1.035699906
6/8/2011,0,0.002227162,-0.004187495,252,104.6752548,0.916897116,0.986522033,0,1.035699906
6/9/2011,0,-0.014920613,0.007631125,248.2400055,105.4740448,0.903216449,0.994050306,0,1.035699906
6/10/2011,1,0.017885865,-0.013910181,252.6799927,104.0068817,0.919371256,0.980222886,0.017885865,1.054224295
6/13/2011,0,0.005065751,0.000783208,253.9600067,104.0883408,0.924028562,0.980990605,0,1.054224295
6/14/2011,0,-0.026145847,0.012686444,247.3200073,105.4088516,0.899869053,0.993435887,0,1.054224295
6/15/2011,1,0.039948264,-0.017785564,257.2000122,103.5340958,0.93581726,0.97576707,0.039948264,1.096338725
6/16/2011,0,0.03794704,0.002204574,266.9599915,103.7623444,0.971328755,0.977918221,0,1.096338725
6/17/2011,0,-0.009589443,0.00298397,264.3999939,104.0719681,0.962014253,0.980836299,0,1.096338725
6/20/2011,0,-0.020877417,0.00511593,258.8800049,104.604393,0.94192988,0.985854189,0,1.096338725
6/21/2011,0,-0.015296688,0.01370418,254.9199982,106.0379105,0.927521473,0.999364513,0,1.096338725
6/22/2011,1,0.008473201,-0.006025499,257.0799866,105.3989792,0.935380549,0.993342843,0.008473201,1.105628224
6/23/2011,0,-0.000311135,-0.002875455,257,105.0959091,0.935089519,0.99048653,0,1.105628224
6/24/2011,1,0.024435793,-0.011613465,263.2799988,103.8753815,0.957939173,0.97898355,0.024435793,1.132645126
6/27/2011,0,-0.017471916,0.008911174,258.6799927,104.801033,0.94120214,0.987707442,0,1.132645126
6/28/2011,1,-0.009741724,0.013052615,256.1600037,106.1689606,0.932033209,1.000599607,-0.009741724,1.12161121
6/29/2011,1,-0.014522178,0.008564236,252.4400024,107.0782166,0.918498056,1.009168978,-0.014522178,1.105322972
6/30/2011,1,-0.021074343,0.009562766,247.1199951,108.1021805,0.899141313,1.018819425,-0.021074343,1.082029016
7/1/2011,0,-0.045645836,0.014775672,235.8399963,109.6994629,0.858099256,1.033873167,0,1.082029016
7/4/2011,1,0.005427403,-0.000821364,237.1199951,109.6093597,0.862756507,1.033023981,0.005427403,1.087901624
7/5/2011,0,0,0,237.1199951,109.6093597,0.862756507,1.033023981,0,1.087901624
7/6/2011,0,-0.007422379,0.001195819,235.3600006,109.7404327,0.856352801,1.034259291,0,1.087901624
7/7/2011,0,-0.021244052,0.010375421,230.3600006,110.8790359,0.838160398,1.044990167,0,1.087901624
7/8/2011,1,0.005035612,-0.007092481,231.5200043,110.0926285,0.842381048,1.037578594,0.005035612,1.093379875
7/11/2011,0,0.045957149,-0.018079757,242.1600037,108.1021805,0.88109448,1.018819425,0,1.093379875
7/12/2011,0,0.01717874,-0.004319519,246.3200073,107.635231,0.896230573,1.014418614,0,1.093379875
7/13/2011,0,-0.002111092,0.003348321,245.8000031,107.9956284,0.894338547,1.017815214,0,1.093379875
7/14/2011,1,0.021969055,-0.006901844,251.1999969,107.2502594,0.91398632,1.010790412,0.021969055,1.117400398
7/15/2011,0,-0.018471335,0.005804444,246.5599976,107.8727875,0.897103773,1.016657488,0,1.117400398
7/18/2011,1,0.013789784,-0.008200874,249.9600067,106.9881363,0.90947464,1.008320008,0.013789784,1.132809108
7/19/2011,0,-0.025764131,0.016231019,243.5200043,108.7246628,0.886042816,1.024686069,0,1.132809108
7/20/2011,1,-0.010184013,-0.000602705,241.0399933,108.6591339,0.877019344,1.024068486,-0.010184013,1.121272565
7/21/2011,0,-0.024726152,0.013871341,235.0800018,110.1663818,0.855334031,1.038273689,0,1.121272565
7/22/2011,0,-0.005955458,0.000669057,233.6799927,110.2400894,0.850240124,1.038968354,0,1.121272565
