Date,ML Signal,VIXM Returns,SPY Returns,VIXM Close,SPY Close,VIXM Growth,SPY Growth,VXCN Returns,VXCN Growth
7/25/2011,0,0.023622066,-0.005572554,239.1999969,109.6257706,0.870324553,1.033178646,0,1.121272565
7/26/2011,0,0.002006671,-0.003735993,239.6799927,109.2162094,0.872071008,1.029318698,0,1.121272565
7/27/2011,0,0.024198945,-0.020475527,245.4799957,106.97995,0.893174207,1.008242855,0,1.121272565
7/28/2011,0,-0.001303536,-0.002909983,245.1600037,106.6686401,0.892009922,1.005308885,0,1.121272565
7/29/2011,0,-0.025126463,-0.0068345,239,105.9396133,0.869596868,0.998438102,0,1.121272565
8/1/2011,0,-0.020920502,-0.004252643,234,105.48909,0.851404465,0.994192101,0,1.121272565
8/2/2011,0,0.028888865,-0.025547518,240.7599945,102.7941055,0.876000574,0.96879296,0,1.121272565
8/3/2011,0,-0.006977873,0.005418591,239.0800018,103.3511047,0.869887953,0.974042453,0,1.121272565
8/4/2011,0,0.092186687,-0.04684125,261.1199951,98.51000977,0.950080041,0.928417087,0,1.121272565
8/5/2011,0,0.007352993,-0.001496758,263.0400085,98.36256409,0.957065973,0.927027471,0,1.121272565
8/8/2011,1,0.073905116,-0.065123283,282.480011,91.95687103,1.027798045,0.866656399,0.073905116,1.204140345
8/9/2011,0,-0.051260303,0.046499241,268,96.23279572,0.975112806,0.906955263,0,1.204140345
8/10/2011,1,0.061343293,-0.04417785,284.4400024,91.98143768,1.034929436,0.86688793,0.061343293,1.278006278
8/11/2011,0,-0.027000396,0.044883828,276.7600098,96.10991669,1.006985932,0.905797178,0,1.278006278
8/12/2011,1,-0.001734394,0.006733258,276.2799988,96.75704956,1.005239421,0.911896144,-0.001734394,1.275789711
8/15/2011,0,-0.032286135,0.021164882,267.3599854,98.80490112,0.972784125,0.931196319,0,1.275789711
8/16/2011,1,0.001196916,-0.008539479,267.6799927,97.96115875,0.973948465,0.923244387,0.001196916,1.277316724
8/17/2011,0,0.004034732,0.000669005,268.7600098,98.02669525,0.977878087,0.923862042,0,1.277316724
8/18/2011,0,0.102098532,-0.043118312,296.2000122,93.79994965,1.077718004,0.884026671,0,1.277316724
8/19/2011,0,0.024848025,-0.016330817,303.5599976,92.26811981,1.104497168,0.869589793,0,1.277316724
8/22/2011,0,0.020160743,0.000799337,309.6799927,92.34187317,1.126764651,0.870284889,0,1.277316724
8/23/2011,0,-0.012787366,0.032910412,305.7200012,95.38088226,1.112356299,0.898926323,0,1.277316724
8/24/2011,1,0.012822234,0.014084574,309.6400146,96.72428131,1.126619192,0.911587317,0.012822234,1.293694778
8/25/2011,1,0.023252749,-0.015244073,316.8399963,95.24980927,1.152816186,0.897691013,0.023252749,1.323776739
8/26/2011,0,-0.013508392,0.014533926,312.5599976,96.6341629,1.137243493,0.910737987,0,1.323776739
8/29/2011,0,-0.024059346,0.02873599,305.0400085,99.41104126,1.109882159,0.936908945,0,1.323776739
8/30/2011,1,0.018095951,0.002636991,310.5599976,99.67318726,1.129966532,0.939379565,0.018095951,1.347731737
8/31/2011,0,-0.007599129,0.004437874,308.2000122,100.1155243,1.121379771,0.943548413,0,1.347731737
9/1/2011,1,0.001557367,-0.01047313,308.6799927,99.06700134,1.123126171,0.933666508,0.001557367,1.34983065
9/2/2011,0,0.020603914,-0.025549811,315.0400085,96.53585815,1.146266965,0.909811504,0,1.34983065
9/5/2011,0,0.010665266,-0.007297552,318.3999939,95.83138275,1.158492207,0.903172108,0,1.34983065
9/6/2011,0,0,0,318.3999939,95.83138275,1.158492207,0.903172108,0,1.34983065
9/7/2011,0,-0.012562814,0.028208051,314.3999939,98.5345993,1.143938284,0.928648833,0,1.34983065
9/8/2011,1,0.004452907,-0.010391845,315.7999878,97.51064301,1.149032135,0.918998458,0.004452907,1.35584132
9/9/2011,0,0.042051929,-0.026209704,329.0799866,94.95491791,1.197351153,0.894911781,0,1.35584132
9/12/2011,0,0.004983635,0.006469986,330.7200012,95.5692749,1.203318315,0.900701847,0,1.35584132
9/13/2011,0,0.00387034,0.009171149,332,96.445755,1.207975566,0.908962319,0,1.35584132
9/14/2011,1,-0.0109639,0.013844421,328.3599854,97.7809906,1.194731443,0.921546375,-0.0109639,1.340976012
9/15/2011,0,-0.023023504,0.017256863,320.7999878,99.46838379,1.167224538,0.937449375,0,1.340976012
9/16/2011,1,0.001246959,0.005918457,321.2000122,100.0570831,1.168680019,0.942997629,0.001246959,1.342648154
9/19/2011,1,0.009339975,-0.009957085,324.2000122,99.06080627,1.179595461,0.933608122,0.009339975,1.355188454
9/20/2011,0,-0.003207923,-0.001163731,323.1600037,98.94552612,1.17581141,0.932521653,0,1.355188454
9/21/2011,0,0.026735933,-0.02945812,331.7999878,96.03077698,1.207247825,0.905051318,0,1.355188454
9/22/2011,0,0.046775226,-0.032324442,347.3200073,92.92663574,1.263717115,0.87579604,0,1.355188454
9/23/2011,0,-0.005643274,0.006025001,345.3599854,93.48651886,1.256585613,0.881072712,0,1.355188454
9/26/2011,1,-0.014245955,0.023780212,340.4400024,95.70964813,1.238684351,0.902024808,-0.014245955,1.3358825
9/27/2011,0,-0.009164596,0.011183868,337.3200073,96.78005219,1.227332309,0.912112935,0,1.3358825
9/28/2011,1,0.031898432,-0.020418592,348.0799866,94.80393982,1.266482285,0.893488873,0.031898432,1.378495057
9/29/2011,1,-0.007469477,0.007903499,345.480011,95.55322266,1.257022324,0.900550561,-0.007469477,1.368198419
9/30/2011,1,0.035776268,-0.024989237,357.8399963,93.16542053,1.301993891,0.87804649,0.035776268,1.417147452
10/3/2011,0,0.017996877,-0.02845764,364.2799988,90.51415253,1.325425715,0.853059359,0,1.417147452
10/4/2011,0,-0.014055109,0.021922777,359.1600037,92.49847412,1.306796712,0.871760789,0,1.417147452
10/5/2011,1,-0.018821722,0.018515155,352.3999939,94.21109772,1.282200548,0.887901576,-0.018821722,1.390474297
10/6/2011,1,-0.005675369,0.018091196,350.3999939,95.9154892,1.274923587,0.903964777,-0.005675369,1.382582842
10/7/2011,1,0.014726038,-0.006695443,355.5599976,95.27329254,1.29369816,0.897912333,0.014726038,1.402942809
10/10/2011,1,-0.044999438,0.033445254,339.5599976,98.45973206,1.23548247,0.92794324,-0.044999438,1.339811172
10/11/2011,1,-0.005300942,0.00100354,337.7600098,98.55854034,1.228933249,0.928874468,-0.005300942,1.332708911
10/12/2011,1,-0.040028479,0.008772076,324.2399902,99.42310333,1.17974092,0.937022625,-0.040028479,1.2793626
10/13/2011,0,0.000616865,-0.001987479,324.4400024,99.22550201,1.180468661,0.935160312,0,1.2793626
10/14/2011,0,-0.033041552,0.017093832,313.7200012,100.9216461,1.141464144,0.951145786,0,1.2793626
10/17/2011,1,0.039143181,-0.019091016,326,98.99494934,1.186144682,0.932987447,0.039143181,1.329440921
10/18/2011,0,-0.018404908,0.019545965,320,100.9299011,1.164313798,0.951223586,0,1.329440921
10/19/2011,1,0.035000038,-0.011829088,331.2000122,99.73599243,1.205064825,0.939971479,0.035000038,1.375971404
10/20/2011,0,-0.001932411,0.004375336,330.5599976,100.1723709,1.202736145,0.94408417,0,1.375971404
10/21/2011,0,-0.027105492,0.01898758,321.6000061,102.0744019,1.170135389,0.962010044,0,1.375971404
10/24/2011,0,-0.03606967,0.012260993,310,103.3259354,1.127928992,0.973805242,0,1.375971404
10/25/2011,1,0.021161282,-0.019443501,316.5599976,101.3169174,1.151797416,0.954871059,0.021161282,1.405088724
10/26/2011,0,-0.010614055,0.010158126,313.2000122,102.3461075,1.139572174,0.96457076,0,1.405088724
10/27/2011,1,-0.089399741,0.034834897,285.2000122,105.9113235,1.037694717,0.998171482,-0.089399741,1.279474156
10/28/2011,1,-0.00827495,-0.00023318,282.8399963,105.8866272,1.029107845,0.997938729,-0.00827495,1.268886571
10/31/2011,0,0.050487905,-0.024105375,297.1199951,103.3341904,1.081065344,0.973883042,0,1.268886571
11/1/2011,0,0.078756039,-0.027888725,320.519989,100.4523315,1.166205768,0.946722686,0,1.268886571
11/2/2011,0,-0.009858991,0.016311487,317.3599854,102.0908585,1.154708156,0.962165141,0,1.268886571
11/3/2011,0,-0.016133083,0.018227217,312.2399902,103.9516907,1.136079153,0.979702733,0,1.268886571
11/4/2011,1,0.005252417,-0.006098866,313.8800049,103.3177032,1.142046314,0.973727658,0.005252417,1.275551293
11/7/2011,0,0.006626693,0.00621619,315.9599915,103.9599457,1.149614305,0.979780533,0,1.275551293
11/8/2011,0,-0.025952595,0.01283032,307.7600098,105.2937851,1.119778831,0.992351431,0,1.275551293
11/9/2011,0,0.089810187,-0.03690932,335.3999939,101.4074631,1.220346377,0.955724415,0,1.275551293
11/10/2011,0,-0.0166965,0.009418675,329.7999878,102.362587,1.199970864,0.964726072,0,1.275551293
11/11/2011,0,-0.025106122,0.018822201,321.519989,104.2892761,1.169844249,0.98288434,0,1.275551293
11/14/2011,1,0.014555932,-0.009474151,326.2000122,103.3012238,1.186872422,0.973572345,0.014555932,1.294118131
11/15/2011,0,-0.000245301,0.004941765,326.1199951,103.8117142,1.186581282,0.978383511,0,1.294118131
11/16/2011,0,0.025634785,-0.015862867,334.480011,102.1649628,1.216999037,0.962863544,0,1.294118131
11/17/2011,0,0.029060036,-0.015876823,344.2000122,100.5429077,1.252365073,0.947576329,0,1.294118131
11/18/2011,0,-0.008599715,-0.001064776,341.2399902,100.4358521,1.241595091,0.946567373,0,1.294118131
11/21/2011,0,0.010080889,-0.019019277,344.6799927,98.52563477,1.254111473,0.928564346,0,1.294118131
11/22/2011,0,-0.001972823,-0.003927922,344,98.13863373,1.251637333,0.924917017,0,1.294118131
11/23/2011,0,0.016744214,-0.022065769,349.7600098,95.97312927,1.272595017,0.904508012,0,1.294118131
11/24/2011,0,0.009034777,-0.001887452,352.9200134,95.79198456,1.284092629,0.902800796,0,1.294118131
11/25/2011,0,0,0,352.9200134,95.79198456,1.284092629,0.902800796,0,1.294118131
11/28/2011,0,-0.026748277,0.028967125,343.480011,98.56680298,1.249745363,0.92895234,0,1.294118131
11/29/2011,0,-0.005589884,0.002840391,341.5599976,98.84677124,1.242759431,0.931590928,0,1.294118131
11/30/2011,0,-0.059023316,0.041149212,321.3999939,102.914238,1.169407649,0.96992516,0,1.294118131
12/1/2011,1,-0.006844996,-0.00015998,319.2000122,102.8977737,1.161403058,0.969769991,-0.006844996,1.285259897
12/2/2011,0,0.000626509,-0.000880402,319.3999939,102.8071823,1.162130687,0.968916204,0,1.285259897
12/5/2011,0,-0.005886052,0.010892278,317.519989,103.9269867,1.155290326,0.979469908,0,1.285259897
12/6/2011,0,-0.009700134,0.000317136,314.4400024,103.9599457,1.144083855,0.979780533,0,1.285259897
12/7/2011,0,0.009795149,0.003722157,317.519989,104.3469009,1.155290326,0.98342743,0,1.285259897
12/8/2011,1,0.032124,-0.021936312,327.7200012,102.0579147,1.192402873,0.961854659,0.032124,1.326547587
12/9/2011,0,-0.02367878,0.016942371,319.9599915,103.7870178,1.164168228,0.978150758,0,1.326547587
12/12/2011,1,0.023127873,-0.014597343,327.3599854,102.2720032,1.191092962,0.963872356,0.023127873,1.35722781
12/13/2011,0,0.003665727,-0.009338682,328.5599976,101.3169174,1.195459183,0.954871059,0,1.35722781
12/14/2011,0,0.003043584,-0.010646537,329.5599976,100.2382431,1.199097664,0.944704988,0,1.35722781
12/15/2011,1,-0.022211456,0.003614512,322.2399902,100.6005554,1.172463959,0.948119636,-0.022211456,1.327081804
12/16/2011,0,-0.001986048,0.001482415,321.6000061,100.7496872,1.170135389,0.949525143,0,1.327081804
12/19/2011,0,-0.00634331,-0.010691636,319.5599976,99.67250824,1.162712858,0.939373166,0,1.327081804
12/20/2011,0,-0.036425035,0.030259926,307.9200134,102.688591,1.120361001,0.967798529,0,1.327081804
12/21/2011,1,-0.041309433,0.001936908,295.2000122,102.8874893,1.074079523,0.969673065,-0.041309433,1.272260807
12/22/2011,0,-0.003523064,0.008858589,294.1600037,103.7989273,1.070295472,0.978263,0,1.272260807
12/23/2011,0,0.008838748,0.008940964,296.7600098,104.7269897,1.079755544,0.987009614,0,1.272260807
12/26/2011,1,-0.009839646,0.000791009,293.8399963,104.8098297,1.069131132,0.987790347,-0.009839646,1.259742211
12/27/2011,0,0,0,293.8399963,104.8098297,1.069131132,0.987790347,0,1.259742211
12/28/2011,0,0.013612851,-0.013123584,297.8399963,103.4343491,1.083685054,0.974826997,0,1.259742211
12/29/2011,1,-0.011684163,0.010334175,294.3599854,104.5032578,1.071023102,0.98490103,-0.011684163,1.245023178
12/30/2011,1,0.007337966,-0.004915951,296.519989,103.9895248,1.078882233,0.980059305,0.007337966,1.254159117
1/2/2012,1,-0.022932646,0.015936403,289.7200012,105.6467438,1.054140609,0.995677925,-0.022932646,1.22539793
1/3/2012,0,0,0,289.7200012,105.6467438,1.054140609,0.995677925,0,1.22539793
1/4/2012,0,-0.019329028,0.001568317,284.1199951,105.8124313,1.033765096,0.997239463,0,1.22539793
1/5/2012,0,-0.005631445,0.002662764,282.519989,106.0941849,1.027943505,0.999894876,0,1.22539793
1/6/2012,0,-0.011468181,-0.002577309,279.2799988,105.8207474,1.016154863,0.997317838,0,1.22539793
1/9/2012,0,-0.006015442,0.002427085,277.6000061,106.0775833,1.010042242,0.999738413,0,1.22539793
1/10/2012,0,-0.007492857,0.008670435,275.519989,106.9973221,1.00247414,1.00840658,0,1.22539793
1/11/2012,1,0.008130157,0.000542057,277.7600098,107.0553207,1.010624412,1.008953194,0.008130157,1.235360608
1/12/2012,0,-0.00360023,0.002399381,276.7600098,107.3121872,1.006985932,1.011374057,0,1.235360608
1/13/2012,0,0.019222347,-0.005173322,282.0799866,106.7570267,1.026342564,1.006141893,0,1.235360608
1/16/2012,0,0.003828762,0.003881123,283.1600037,107.1713638,1.030272185,1.010046853,0,1.235360608
1/17/2012,0,0,0,283.1600037,107.1713638,1.030272185,1.010046853,0,1.235360608
1/18/2012,0,-0.015821482,0.011055896,278.6799927,108.3562393,1.013971752,1.021213827,0,1.235360608
1/19/2012,1,-0.005454245,0.005276618,277.1600037,108.9279938,1.008441302,1.026602382,-0.005454245,1.228622648
1/20/2012,1,-0.020926606,0.003727357,271.3599854,109.3340073,0.987338047,1.030428895,-0.020926606,1.202911745
1/23/2012,0,-0.014445693,-0.002576789,267.4400024,109.0522766,0.973075266,1.027773697,0,1.202911745
