Date,Signal_hat,VIXM_returns,spy_returns,VIXM_close,spy_close,VIXM_growth_1dollar,spy_growth_of_1dollar,Token_returns,Growth_1dollar_invested_in_token_same_as_Token_Price_if_started_on_2011
2011-02-02,0.0,-0.0021831105789201777,-0.0019119983197481982,274.239990234375,105.9024658203125,0.9978168894210798,0.9980880016802518,-0.0,1.0
2011-02-03,0.0,-0.005980105707624195,0.002222198528504915,272.6000061035156,106.13780212402344,0.991849838945489,1.000305951368904,-0.0,1.0
2011-02-04,0.0,-0.012325809955648803,0.0028291306579917297,269.239990234375,106.43807983398438,0.979624486326106,1.0031359476032935,-0.0,1.0
2011-02-07,0.0,-0.012628116252435873,0.006252431716260443,265.8399963378906,107.10357666015625,0.9672536744290472,1.0094079866178094,-0.0,1.0
2011-02-08,0.0,-0.01354200328433619,0.004546568383021254,262.239990234375,107.59053039550781,0.9541551219931428,1.013997329055335,-0.0,1.0
2011-02-09,0.0,-0.0054911626564631,-0.0022630662398935852,260.79998779296875,107.3470458984375,0.9489157010187811,1.0117025859326076,-0.0,1.0
2011-02-10,0.0,-0.006441690009260537,0.00037803322086871205,259.1199951171875,107.38762664794922,0.9428030802278979,1.012085043119729,-0.0,1.0
2011-02-11,0.0,-0.01296696771251482,0.005970582524499557,255.75999450683594,108.02879333496094,0.9305777831273233,1.018127780391487,-0.0,1.0
2011-02-14,0.0,-0.002033113171880263,0.0024041018252698443,255.24000549316406,108.28850555419922,0.928685813178988,1.0205754632466841,-0.0,1.0
2011-02-15,0.0,0.008305829073707693,-0.0031481814573915967,257.3599853515625,107.94759368896484,0.9363993188064299,1.017362506497422,0.0,1.0
2011-02-16,0.0,-0.0021759309545684724,0.006315470163172243,256.79998779296875,108.62933349609375,0.9343617785428021,1.0237876290523367,-0.0,1.0
2011-02-17,0.0,0.018380067932512345,0.0029885665836790754,261.5199890136719,108.9539794921875,0.9515354115059619,1.0268472865493066,0.0,1.0
2011-02-18,0.0,0.016365857139406303,0.0020856651328606812,265.79998779296875,109.18122100830078,0.9671081041137547,1.028988946131635,0.0,1.0
2011-02-21,1.0,0.059292740742713734,-0.02006987686960182,281.55999755859375,106.9899673461914,1.024450594201149,1.0083372646825919,0.059292740742713734,1.0592927407427137
2011-02-22,0.0,0.0,0.0,281.55999755859375,106.9899673461914,1.024450594201149,1.0083372646825919,0.0,1.0592927407427137
2011-02-23,1.0,0.026566312868260056,-0.006144377796265976,289.0400085449219,106.33258056640625,1.0516664692047717,1.0021416595823287,0.026566312868260056,1.0874342431123614
2011-02-24,1.0,0.0011070329268652035,-0.0006870091203241557,289.3599853515625,106.25952911376953,1.0528306986142615,1.0014531791223389,0.0011070329268652035,1.0886380686252874
2011-02-25,1.0,-0.035941368616841496,0.010692831216524867,278.9599914550781,107.39574432373047,1.0149905223842395,1.0121615489379463,-0.035941368616841496,1.0495109265104996
2011-02-28,1.0,-0.018784020629778464,0.006196393653996157,273.7200012207031,108.06121063232422,0.9959249194727443,1.0184333003366044,-0.018784020629778464,1.0297968916157485
2011-03-01,1.0,0.040625438651161305,-0.01667278672904071,284.8399963378906,106.25952911376953,1.036384806189947,1.001453179122339,0.040625438651161305,1.0716328420592407
2011-03-02,1.0,-0.0029490111946715025,0.0021387672822599235,284.0,106.4867935180664,1.0333284957945055,1.003595054416561,-0.0029490111946715025,1.0684725848114303
2011-03-03,1.0,-0.026760584871533877,0.0172240791772873,276.3999938964844,108.32093048095703,1.005676020882622,1.0208810550957659,-0.026760584871533877,1.0398796335226768
2011-03-04,1.0,0.02474673114664494,-0.007492265901555051,283.239990234375,107.50936126708984,1.030563214992032,1.0132323427771284,0.02474673114664494,1.0656132552383342
2011-03-07,0.0,0.00579019455226093,-0.007851063342092068,284.8800048828125,106.66529846191406,1.0365303765052394,1.0052773914737287,0.0,1.0656132552383342
2011-03-08,0.0,-0.0036506898592257864,0.008750336353324784,283.8399963378906,107.5986557006836,1.0327463255709521,1.0140739067775169,-0.0,1.0656132552383342
2011-03-09,0.0,0.012260467274616937,-0.0014331528703721563,287.32000732421875,107.44445037841797,1.0454082780985956,1.012620583847249,0.0,1.0656132552383342
2011-03-10,0.0,0.02130027481964225,-0.018505983011098737,293.44000244140625,105.45608520507812,1.0676757617208248,0.993881044525883,0.0,1.0656132552383342
2011-03-11,0.0,-0.013358824274536718,0.006926178924842041,289.5199890136719,106.18649291992188,1.0534128688378142,1.0007648424702782,-0.0,1.0656132552383342
2011-03-14,0.0,0.01215812263340399,-0.006038047212847508,293.0400085449219,105.54533386230469,1.0662203916807502,0.9947221771024848,0.0,1.0656132552383342
2011-03-15,0.0,0.021021032905017334,-0.01145717541038993,299.20001220703125,104.3360824584961,1.0886334456182718,0.9833254706348167,0.0,1.0656132552383342
2011-03-16,0.0,0.03195186219437285,-0.01851246959991848,308.760009765625,102.4045639038086,1.123417311452852,0.9651216877528641,0.0,1.0656132552383342
2011-03-17,0.0,-0.026428304845253492,0.013234994026018132,300.6000061035156,103.7598876953125,1.093727296277341,0.9778950675246538,-0.0,1.0656132552383342
2011-03-18,0.0,-0.026613439246721438,0.003637275132617468,292.6000061035156,104.13729095458984,1.064619451325383,0.9814519409360706,-0.0,1.0656132552383342
2011-03-21,0.0,-0.0436090550220658,0.015497583315060348,279.8399963378906,105.75116729736328,1.018192403094973,0.996662074160455,-0.0,1.0656132552383342
2011-03-22,0.0,-0.003716439960448459,-0.003468143787717759,278.79998779296875,105.38440704345703,1.0144083521606857,0.9932055067795016,-0.0,1.0656132552383342
2011-03-23,0.0,-0.014060197567394295,0.0028618082530553757,274.8800048828125,105.68599700927734,1.0001455703152915,0.9960478704957832,-0.0,1.0656132552383342
2011-03-24,0.0,-0.010186329528554028,0.009562984232059701,272.0799865722656,106.69667053222656,0.9899577579595363,1.0055730605757112,-0.0,1.0656132552383342
2011-03-25,0.0,0.01323142561446522,0.0030560003592434715,275.67999267578125,107.02273559570312,1.0030563103954406,1.0086460922100762,0.0,1.0656132552383342
2011-03-28,0.0,0.0004352695892901881,-0.0024373232245608056,275.79998779296875,106.76188659667969,1.0034929103037014,1.00618769566417,0.0,1.0656132552383342
2011-03-29,0.0,-0.012327752164501882,0.006718479316173642,272.3999938964844,107.47916412353516,0.9911220984066426,1.0129477468856782,-0.0,1.0656132552383342
2011-03-30,1.0,-0.013950028921119517,0.0069014330354641995,268.6000061035156,108.2209243774414,0.9772959164695092,1.019938537929234,-0.013950028921119517,1.050747919509031
2011-03-31,1.0,0.0034251038319101923,-0.0013555419055121254,269.5199890136719,108.07422637939453,0.980643256457919,1.0185559685000243,0.0034251038319101923,1.054346840234513
2011-04-01,0.0,-0.0047491793984598685,0.004223216892020432,268.239990234375,108.53064727783203,0.9759860057071105,1.0228575512716618,-0.0,1.054346840234513
2011-04-04,1.0,-0.004324499345141675,0.000826413223905087,267.0799865722656,108.6203384399414,0.9717653548645626,1.0237028542782038,-0.004324499345141675,1.0497873180143666
2011-04-05,0.0,-0.0005989709172310453,-0.0001500307120453348,266.9200134277344,108.60404205322266,0.971183295678626,1.0235492674100537,-0.0,1.0497873180143666
2011-04-06,0.0,0.0005993298984099393,0.0031521714619420216,267.0799865722656,108.94638061523438,0.9717653548645625,1.0267756702006754,0.0,1.0497873180143666
2011-04-07,0.0,0.008836363590658092,-0.0025438696005971595,269.44000244140625,108.66923522949219,0.9803522268649507,1.024163686786619,0.0,1.0497873180143666
2011-04-08,0.0,0.01514246784180795,-0.0034504174326889236,273.5199890136719,108.29428100585938,0.995197178933898,1.0206298945478036,0.0,1.0497873180143666
2011-04-11,1.0,0.004094858437237114,-0.0030105644866533776,274.6400146484375,107.96825408935547,0.99927237049877,1.0175572224332612,0.004094858437237114,1.0540860484708423
2011-04-12,0.0,0.008010419356659693,-0.00747391728788549,276.8399963378906,107.16130828857422,1.0072769612379886,1.0099520839171046,0.0,1.0540860484708423
2011-04-13,0.0,-0.009391728572132552,-7.596551493116444e-05,274.239990234375,107.15316772460938,0.9978168894210789,1.009875362386994,-0.0,1.0540860484708423
2011-04-14,1.0,-0.0007292214723396695,0.0007604248695955995,274.0400085449219,107.23464965820312,0.9970892599198499,1.010643296727745,-0.0007292214723396695,1.0533173862906038
